Freq(Hz),Sdd11(mag),Sdd11(phase),Sdd12(mag),Sdd12(phase),Sdd21(mag),Sdd21(phase),Sdd22(mag),Sdd22(phase)
3.21E+09,-14.41704,-27.49946,-41.87973,63.20133,22.43167,128.24522,-11.78975,12.29385
3.22E+09,-14.92679,-25.53385,-46.15921,69.6449,22.41699,127.44874,-11.5038,11.55133
3.23E+09,-15.46409,-30.53901,-40.94282,-26.16202,22.41596,126.73843,-11.61575,10.48463
3.23E+09,-15.14789,-30.46602,-54.70569,66.73786,22.42556,126.05531,-11.49662,9.47356
3.24E+09,-15.19695,-29.83678,-56.07098,91.94408,22.40524,125.29806,-11.49808,10.16642
3.24E+09,-15.45456,-30.22464,-47.07618,5.69405,22.39885,124.60399,-11.55753,10.46163
3.25E+09,-15.16461,-27.9389,-70.36783,63.71489,22.39594,123.84036,-11.54347,10.37118
3.26E+09,-15.48475,-27.93673,-43.92623,-1.72693,22.40499,122.89452,-11.50597,5.96239
3.26E+09,-15.52998,-30.20997,-49.50517,-166.89433,22.37739,122.05081,-11.46401,6.43121
3.27E+09,-15.66081,-31.2773,-49.75602,174.9362,22.3797,121.54002,-11.57359,8.29912
3.27E+09,-15.58721,-33.40805,-47.3428,-84.86031,22.38748,120.84119,-11.69167,7.41359
3.28E+09,-16.05084,-31.13088,-51.27918,-99.02253,22.37301,120.08321,-11.6503,5.54835
3.29E+09,-15.50463,-30.56916,-50.09489,-84.84883,22.3789,119.04475,-11.51615,6.6329
3.29E+09,-15.87923,-35.71062,-46.90225,-33.3193,22.39137,118.06637,-11.53337,4.07611
3.30E+09,-15.79968,-33.12623,-54.56309,69.23543,22.37386,117.56709,-11.56142,6.098
3.30E+09,-16.14836,-31.58201,-47.89923,-55.80543,22.36381,116.8961,-11.46886,3.57362
3.31E+09,-15.77381,-36.10192,-43.6413,53.26905,22.35563,115.92823,-11.74813,7.35901
3.32E+09,-16.22516,-35.45398,-41.59256,12.86927,22.3723,115.13513,-11.33129,4.21747
3.32E+09,-16.03389,-35.81463,-54.10972,121.95019,22.32461,114.40957,-11.88363,4.08767
3.33E+09,-16.16252,-35.74633,-55.88094,5.61275,22.33465,113.6918,-11.68347,4.98442
3.33E+09,-16.01064,-35.53532,-47.68958,-38.47479,22.30573,112.8213,-11.96016,2.99229
3.34E+09,-15.68988,-37.83795,-46.30578,-49.5549,22.30617,111.95603,-11.65921,1.63345
3.35E+09,-16.28386,-38.0712,-49.69344,43.14779,22.32562,111.32741,-11.77922,1.79645
3.35E+09,-16.56133,-39.64775,-44.09673,-50.00502,22.28588,110.67575,-11.59766,1.14196
3.36E+09,-16.75927,-41.90357,-48.09216,-89.67184,22.26301,109.8091,-11.91237,0.66856
3.36E+09,-16.38743,-38.87674,-51.35673,-49.43522,22.28219,109.07255,-11.82733,0.47238
3.37E+09,-16.16323,-33.21545,-42.10327,-173.96825,22.26811,108.37003,-11.54194,0.44346
3.38E+09,-16.75276,-37.23885,-44.82605,-74.69253,22.28017,107.42588,-11.50489,-1.20914
3.38E+09,-16.23378,-36.82719,-46.87566,-71.17058,22.25225,106.70248,-11.62391,-2.36904
3.39E+09,-16.66469,-41.19967,-44.57189,29.65627,22.24574,106.09727,-11.65175,-1.03921
3.39E+09,-16.92055,-40.41802,-47.66416,-57.78666,22.27535,105.22189,-11.57068,-3.61108
3.40E+09,-16.78246,-39.88246,-52.86157,-67.38902,22.26074,104.3642,-11.73794,-2.48983
3.41E+09,-16.77008,-38.57998,-46.05056,71.10187,22.21955,103.49338,-11.75493,-2.35793
3.41E+09,-16.69678,-38.93303,-44.21847,60.33779,22.22934,102.91703,-11.78693,-1.62768
3.42E+09,-16.71993,-42.51985,-57.38972,-51.24269,22.22766,102.11597,-11.9876,-4.22469
3.42E+09,-16.61776,-46.41908,-44.6738,-14.51119,22.20476,101.34496,-11.93267,-2.81313
3.43E+09,-17.48232,-41.42879,-44.02342,-114.72189,22.18798,100.63438,-11.85226,-5.04482
3.44E+09,-17.35236,-44.2835,-52.19946,-117.62471,22.20574,99.77029,-11.83461,-4.9729
3.44E+09,-17.17871,-42.12908,-47.68196,6.79274,22.18474,99.08953,-12.24222,-5.8136
3.45E+09,-17.21886,-46.08998,-48.59889,37.48094,22.18297,98.30228,-11.92919,-6.35838
3.45E+09,-17.55484,-46.05714,-42.56823,-17.51597,22.17869,97.38157,-11.80565,-5.87775
3.46E+09,-17.08678,-44.53636,-58.94386,168.92682,22.17738,96.70956,-11.90115,-7.05636
3.47E+09,-17.16214,-44.02975,-53.01827,-50.49485,22.17934,95.96467,-11.89422,-8.41735
3.47E+09,-17.08813,-43.44801,-46.06382,71.01839,22.15788,95.05919,-11.50567,-8.31744
3.48E+09,-17.41646,-45.25372,-49.23027,-51.49222,22.13288,94.187,-11.64455,-9.82513
3.48E+09,-17.48616,-44.63382,-45.65445,-66.58377,22.16276,93.41981,-11.77453,-9.44853
3.49E+09,-17.1192,-45.49341,-46.3577,130.63969,22.11792,92.70461,-11.85811,-10.43475
3.50E+09,-17.77041,-45.05409,-45.81981,82.75861,22.10026,91.9634,-12.1107,-8.82999
3.50E+09,-17.18355,-46.79438,-50.77313,79.44496,22.08446,91.1312,-11.96595,-9.24918
3.51E+09,-17.65245,-46.11755,-53.80476,74.06444,22.08795,90.39781,-12.24826,-10.26759
3.51E+09,-17.24812,-47.1702,-51.86178,118.84418,22.07032,89.65278,-12.27205,-10.79279
3.52E+09,-17.93255,-46.99067,-51.76046,141.03847,22.06925,89.0422,-12.13543,-11.16836
3.53E+09,-17.81958,-50.29204,-61.24833,-151.37192,22.06215,88.19637,-12.39612,-11.47502
3.53E+09,-17.96352,-47.22303,-49.70692,-11.22669,22.05153,87.34782,-12.15765,-10.98346
3.54E+09,-18.12567,-49.32964,-42.05986,9.0181,22.05177,86.76142,-11.61799,-12.30255
3.54E+09,-18.31917,-48.37948,-49.46912,-79.03786,22.03122,86.21123,-12.04242,-11.32181
3.55E+09,-17.94418,-50.73928,-49.07681,87.88907,22.05027,85.28022,-11.85566,-12.82142
3.56E+09,-18.17002,-47.45052,-48.10715,-29.80434,22.04487,84.34418,-12.05807,-14.63117
3.56E+09,-18.04047,-49.01681,-42.94776,-17.82374,22.027,83.65805,-11.79929,-13.50577
3.57E+09,-18.34485,-46.99052,-43.82643,-35.12661,22.02035,82.87748,-12.13017,-14.45097
3.57E+09,-18.81942,-51.50835,-42.7701,-78.27781,22.03611,82.12895,-12.23507,-14.57815
3.58E+09,-18.58832,-49.16783,-38.86681,-90.4501,22.03453,81.43376,-12.35829,-14.71088
3.59E+09,-18.77622,-53.00358,-40.5055,25.91821,22.01376,80.72119,-12.18244,-17.46949
3.59E+09,-17.9306,-50.36686,-46.82259,89.83467,22.01189,79.60935,-12.08368,-16.90081
3.60E+09,-18.77033,-50.21418,-64.43664,49.90105,21.99667,78.97398,-12.20293,-18.53377
3.60E+09,-18.39208,-52.98485,-49.53753,51.15263,22.00312,78.34493,-12.10699,-18.03755
3.61E+09,-18.45175,-49.34091,-50.68151,-119.17976,21.98393,77.42381,-12.02321,-20.29158
3.62E+09,-18.82415,-54.70967,-49.95362,135.5332,22.00025,76.82172,-11.97849,-18.28855
3.62E+09,-19.02029,-51.96638,-49.84949,-17.57324,21.94421,75.94958,-12.25415,-21.11056
3.63E+09,-18.72621,-54.59029,-48.86396,-116.1242,21.96849,74.93842,-12.20205,-20.79369
3.63E+09,-19.4704,-51.88378,-63.12931,65.6052,21.94512,74.35393,-12.19666,-19.15247
3.64E+09,-19.24089,-50.93309,-50.41653,-158.56392,21.95472,73.55225,-12.25129,-21.42887
3.65E+09,-19.45666,-55.00568,-47.92297,-82.04816,21.94034,72.88238,-12.4944,-21.36366
3.65E+09,-20.11411,-55.30631,-47.38732,-27.52945,21.92755,71.94907,-12.49552,-21.4699
3.66E+09,-19.14579,-54.9365,-48.60791,-13.11214,21.89357,71.33209,-12.24593,-23.77413
3.66E+09,-19.23889,-57.50203,-59.13882,-10.96848,21.92488,70.43472,-12.34661,-24.8875
3.67E+09,-20.24622,-51.87299,-48.77508,-64.01637,21.90796,69.72863,-12.46655,-25.93908
3.68E+09,-19.46166,-54.01173,-50.5793,-71.1015,21.90307,68.94949,-12.26619,-21.22108
3.68E+09,-20.64554,-59.49794,-49.42582,3.7187,21.90812,68.13333,-12.23552,-24.2827
3.69E+09,-20.10544,-55.65987,-46.74727,6.46183,21.88408,67.45663,-12.52315,-26.7724
3.69E+09,-20.98267,-56.90814,-56.14956,71.36303,21.86309,66.4849,-12.37695,-25.12746
3.70E+09,-20.63731,-56.45728,-53.0565,-58.19755,21.87443,65.77135,-12.5055,-25.81586
3.71E+09,-21.64601,-55.33501,-45.65202,83.27301,21.82286,64.92984,-12.79132,-28.40273
3.71E+09,-20.34267,-55.02627,-48.90897,-41.02693,21.81974,64.28989,-12.73223,-26.43945
3.72E+09,-20.14386,-53.5321,-45.96865,-56.80786,21.83065,63.49607,-12.53469,-26.71307
3.72E+09,-20.52551,-57.95404,-44.65165,-52.65133,21.80625,62.70315,-12.53799,-27.07296
3.73E+09,-20.76253,-53.88901,-48.81818,-93.3419,21.80121,61.79945,-12.36381,-28.52274
3.74E+09,-21.5779,-54.10923,-43.91608,-44.66592,21.78915,61.20657,-12.5328,-30.14674
3.74E+09,-21.51404,-57.78979,-47.31313,-18.50041,21.77708,60.41266,-12.66918,-28.89013
3.75E+09,-20.9577,-52.66467,-52.78753,-4.66762,21.75585,59.61617,-12.689,-28.28744
3.75E+09,-21.47069,-47.52736,-43.66559,-75.43449,21.76224,58.79206,-13.03545,-30.70596
3.76E+09,-20.87497,-48.84581,-41.43687,-91.86947,21.73161,58.10755,-13.10093,-30.89134
3.77E+09,-21.57809,-54.85915,-42.75695,-14.26612,21.75127,57.34503,-12.71134,-31.621
3.77E+09,-21.07704,-51.98415,-42.19138,-101.69133,21.7221,56.6692,-12.85508,-30.88548
3.78E+09,-21.47551,-55.85894,-45.02758,65.49154,21.72091,55.91918,-12.34541,-32.52089
3.78E+09,-21.70367,-54.88287,-57.90228,-166.25336,21.71094,55.18736,-12.7415,-31.31861
3.79E+09,-21.32111,-60.51182,-45.24001,-102.81602,21.70757,54.39865,-12.60928,-30.90762
3.80E+09,-22.1127,-53.14789,-47.96762,-32.40517,21.71293,53.6258,-12.6999,-30.70452
3.80E+09,-22.68931,-56.9245,-45.41034,-131.44003,21.68708,52.7491,-12.71462,-33.03315
3.81E+09,-23.32989,-52.93464,-45.69161,-42.82514,21.6921,51.96936,-12.45332,-33.9155
3.81E+09,-22.98329,-52.10823,-47.58202,-22.38914,21.69505,51.20044,-12.79021,-32.41504
3.82E+09,-22.83247,-48.94875,-44.68886,-80.13772,21.64009,50.43015,-13.06967,-32.47908
3.83E+09,-22.55837,-54.94331,-47.46567,-18.86636,21.6481,49.54928,-12.91176,-33.63456
3.83E+09,-23.37975,-53.16993,-49.52375,-28.79876,21.62097,48.8588,-12.66437,-34.46208
3.84E+09,-23.16424,-56.99993,-62.81863,65.47657,21.61211,48.08376,-12.51022,-32.5856
3.84E+09,-23.50464,-47.84475,-43.48395,-64.20991,21.58463,47.31974,-12.87023,-36.14955
3.85E+09,-23.60799,-49.70785,-49.18114,-119.46176,21.60125,46.57572,-12.95795,-33.24635
3.86E+09,-23.27147,-51.83337,-49.07503,169.81525,21.57787,45.89109,-12.78382,-34.29145
3.86E+09,-23.48492,-44.93163,-45.88584,-47.53141,21.58611,45.06386,-12.78979,-36.74059
3.87E+09,-23.38433,-46.92674,-50.07875,-105.09693,21.55897,44.16832,-12.49738,-36.14429
3.87E+09,-23.23661,-49.31442,-50.15077,-10.11621,21.54781,43.59695,-12.59469,-38.74636
3.88E+09,-24.13253,-43.37882,-44.38116,-125.31228,21.53477,42.80803,-12.69803,-35.4459
3.89E+09,-22.11281,-43.85304,-56.15619,-101.34918,21.54988,42.17887,-12.86116,-39.60451
3.89E+09,-22.95847,-44.76429,-51.05488,-171.56345,21.53343,41.36074,-12.98971,-39.49231
3.90E+09,-22.60164,-43.04259,-49.61797,-120.51089,21.53812,40.6214,-12.64935,-42.39101
3.90E+09,-22.99293,-42.96477,-49.46132,-160.50479,21.49423,39.83729,-12.62197,-40.63023
3.91E+09,-23.12679,-41.74509,-49.16117,-118.40366,21.48946,39.27168,-12.71404,-42.32466
3.92E+09,-23.12551,-39.26819,-47.75305,-63.60298,21.49248,38.31784,-12.61908,-41.85515
3.92E+09,-22.90022,-48.44478,-40.35404,-136.45488,21.48694,37.80461,-12.79673,-41.59488
3.93E+09,-23.52211,-38.06702,-48.30592,2.81626,21.49542,36.99602,-12.56415,-41.78167
3.93E+09,-23.73225,-41.82744,-46.61729,-101.60648,21.48928,36.29063,-12.78926,-41.52524
3.94E+09,-24.20435,-43.72479,-44.16055,-132.42589,21.48322,35.45031,-12.5992,-42.16209
3.95E+09,-22.84206,-38.93984,-53.77197,-44.66207,21.46621,34.74324,-12.66511,-42.59011
3.95E+09,-23.17403,-37.98999,-49.43778,-86.22289,21.46351,33.83298,-12.75624,-44.36149
3.96E+09,-23.38122,-42.49642,-54.58483,28.76441,21.47713,33.20581,-12.38727,-45.20551
3.96E+09,-23.42421,-35.91892,-45.74085,-90.22089,21.46422,32.35749,-12.67119,-45.8732
3.97E+09,-22.87055,-40.36674,-67.15088,162.28752,21.45844,31.58908,-12.72711,-47.50422
3.98E+09,-22.54877,-33.78564,-41.07222,-87.38992,21.47001,30.92598,-12.8024,-45.92843
3.98E+09,-23.56114,-47.31852,-47.20279,-175.19191,21.44374,29.95915,-12.83985,-50.36274
3.99E+09,-22.6541,-40.7847,-41.24995,-144.19734,21.44959,29.27264,-12.74103,-50.74823
3.99E+09,-22.88214,-43.44398,-46.7685,-64.57942,21.44752,28.50383,-12.64288,-48.97001
4.00E+09,-23.61255,-36.82059,-50.18119,50.99132,21.46791,28.1888,-12.959,-48.8417
4.01E+09,-23.66911,-35.66101,-42.43503,173.2146,21.45489,27.06656,-12.89518,-49.23323
4.01E+09,-23.63234,-39.2877,-59.02369,-174.72267,21.45445,26.20325,-13.1359,-50.50275
4.02E+09,-24.44269,-32.87383,-44.39073,-105.86258,21.44416,25.55501,-13.01694,-51.458
4.02E+09,-24.20681,-36.71739,-44.73906,-66.90881,21.39816,24.91239,-13.21977,-53.23025
4.03E+09,-24.62775,-34.66264,-43.6145,-141.22867,21.42676,23.91103,-13.22196,-52.06185
4.04E+09,-23.67643,-35.8969,-47.88858,-103.35054,21.40448,23.15299,-13.12156,-53.16618
4.04E+09,-23.04464,-31.1125,-54.38661,-167.29163,21.37737,22.57387,-13.01678,-53.6668
4.05E+09,-24.3539,-40.95131,-52.6412,157.96004,21.38416,21.48172,-13.21872,-54.13559
4.05E+09,-23.95505,-34.42707,-51.67332,52.33389,21.39134,20.84052,-12.92945,-55.92076
4.06E+09,-24.17461,-35.60914,-42.28108,-40.97453,21.3584,20.06718,-13.35818,-54.22344
4.07E+09,-23.68413,-38.64955,-49.27731,-65.2824,21.35821,19.25955,-13.25967,-56.06548
4.07E+09,-23.77397,-31.97138,-51.5629,-123.56804,21.33746,18.38971,-13.29221,-55.65004
4.08E+09,-23.74696,-27.12931,-48.25685,-37.6848,21.31817,17.74923,-13.34259,-54.47745
4.08E+09,-23.20125,-27.58962,-41.72727,-82.74252,21.34335,17.00435,-12.9612,-55.68133
4.09E+09,-24.02143,-35.30873,-53.7405,-80.62376,21.29737,16.21789,-13.30909,-57.31741
4.10E+09,-23.44149,-28.89298,-50.76263,34.94248,21.32292,15.40243,-13.47941,-55.88597
4.10E+09,-23.21331,-31.9811,-42.95282,-115.65629,21.29876,14.55158,-13.39423,-58.44406
4.11E+09,-24.34857,-34.23498,-57.95421,-156.96902,21.30413,13.883,-13.39448,-59.57956
4.11E+09,-24.10768,-31.75024,-50.33518,-31.72657,21.30238,13.15081,-13.64665,-58.34674
4.12E+09,-23.40276,-24.15863,-50.19074,-149.26212,21.26824,12.26905,-13.30504,-58.0318
4.13E+09,-23.80235,-30.89331,-46.16647,132.25998,21.25513,11.5635,-13.23841,-58.896
4.13E+09,-24.10906,-28.01988,-42.84341,-85.4491,21.26594,10.7662,-13.38385,-60.36805
4.14E+09,-24.30403,-31.42432,-54.10824,14.67557,21.2257,10.13436,-12.97019,-59.40383
4.14E+09,-23.70787,-23.8809,-52.61965,-76.11238,21.23809,9.25067,-13.30806,-59.90488
4.15E+09,-23.94757,-31.70645,-53.63202,-159.56058,21.22732,8.39022,-13.1802,-60.06021
4.16E+09,-23.93707,-24.89706,-47.69235,-102.893,21.22899,7.69699,-13.51475,-60.6851
4.16E+09,-24.23879,-19.53346,-50.31637,68.82688,21.22211,6.93208,-13.15859,-62.9999
4.17E+09,-24.5097,-24.48857,-51.38731,-149.71526,21.20546,6.18102,-13.70993,-65.08569
4.17E+09,-24.96412,-28.63929,-48.1898,-100.01424,21.20078,5.26536,-13.46208,-62.74428
4.18E+09,-24.09464,-15.49278,-52.9257,-104.87428,21.19197,4.45279,-13.49018,-65.01138
4.19E+09,-23.75565,-18.93749,-47.50558,106.63322,21.17957,3.68558,-13.70803,-66.58421
4.19E+09,-24.20851,-18.83435,-55.65099,109.66763,21.16029,2.88596,-13.5059,-64.71433
4.20E+09,-25.03664,-17.5596,-45.26664,109.27937,21.15785,2.0552,-13.54018,-63.67959
4.20E+09,-24.26392,-14.61523,-51.56435,-132.99112,21.13866,1.19202,-13.66211,-65.32762
4.21E+09,-24.08615,-7.1886,-48.58662,-104.39965,21.13399,0.41917,-13.6918,-65.47941
4.21E+09,-24.20309,-8.57099,-54.91339,-63.82723,21.1174,-0.36992,-13.53914,-66.78934
4.22E+09,-24.02065,-13.84253,-41.71327,-142.54024,21.088,-1.26318,-13.87167,-65.94582
4.23E+09,-22.98988,-7.669,-42.83298,-61.7479,21.07511,-2.05412,-13.87697,-65.83079
4.23E+09,-22.49554,-9.45786,-45.64325,-68.86771,21.05595,-2.7332,-14.27673,-66.73315
4.24E+09,-23.19936,-9.5583,-45.18659,-109.79288,21.03259,-3.54324,-14.21981,-68.88026
4.24E+09,-22.14267,-10.42264,-49.2484,-132.08208,21.01786,-4.24618,-14.271,-68.00482
4.25E+09,-22.32912,-7.99842,-45.22898,-104.58504,20.98053,-5.07459,-14.11636,-68.23266
4.26E+09,-21.7041,-12.25864,-46.72134,-145.84451,20.98994,-5.80633,-14.42647,-67.53588
4.26E+09,-21.85821,-11.53443,-50.9679,70.87154,20.98571,-6.6281,-13.94932,-69.60113
4.27E+09,-21.15828,-9.7065,-43.55343,-82.25419,20.943,-7.39317,-13.9469,-70.5781
4.27E+09,-21.41612,-2.95238,-48.88481,-50.79035,20.92594,-8.21058,-14.30189,-69.76263
4.28E+09,-21.70117,-6.87555,-46.22776,-62.35092,20.92821,-8.80034,-14.20743,-65.19312
4.29E+09,-21.68816,-8.12268,-49.46537,-88.75764,20.89718,-9.69114,-13.69525,-66.00128
4.29E+09,-21.27786,-7.15776,-47.73898,-31.8188,20.86993,-10.40806,-13.8635,-67.59853
4.30E+09,-21.23132,-2.21774,-49.27534,-40.30127,20.84937,-10.87377,-13.81467,-68.45087
4.30E+09,-20.5633,-6.34094,-45.38919,-114.38839,20.83563,-11.63241,-13.91079,-66.00607
4.31E+09,-20.01522,-3.26643,-49.21724,-31.80533,20.82907,-12.39172,-13.57658,-67.483
4.32E+09,-20.28338,-2.29596,-48.91395,-118.06886,20.80506,-13.13685,-13.52149,-68.7715
4.32E+09,-19.94741,-4.18392,-45.81895,-138.67314,20.79087,-13.79485,-13.56715,-70.38033
4.33E+09,-19.46458,-8.58534,-55.28502,-68.65545,20.79742,-14.58988,-13.55544,-70.31347
4.33E+09,-19.2734,-3.76199,-41.88463,-74.99809,20.79373,-15.32053,-13.47837,-72.24548
4.34E+09,-19.83963,-6.21457,-44.66503,-100.61419,20.76833,-16.12986,-13.82646,-69.31267
4.35E+09,-19.26111,-10.18932,-44.78684,-79.4584,20.76011,-16.81331,-13.75329,-74.75819
4.35E+09,-19.45392,-9.28766,-44.41621,-135.67128,20.7402,-17.47316,-13.65684,-72.48269
4.36E+09,-19.13937,-9.25126,-41.66429,-63.37456,20.74398,-18.18713,-13.51841,-76.22907
4.36E+09,-18.90037,-11.33616,-45.46835,-136.35408,20.71845,-19.00432,-13.36458,-75.39907
4.37E+09,-18.61374,-10.98578,-60.86721,50.03304,20.71394,-19.74339,-13.57226,-76.13214
4.38E+09,-19.05198,-12.82824,-42.38839,-55.46193,20.70547,-20.3379,-14.09269,-77.32011
4.38E+09,-18.84813,-17.14066,-43.69885,-132.42615,20.72196,-21.1111,-13.91429,-75.52012
4.39E+09,-18.84542,-15.73404,-43.27469,-117.44466,20.69448,-21.86906,-13.6747,-79.17727
4.39E+09,-18.70355,-17.24944,-39.39482,-116.66757,20.68902,-22.71155,-13.72589,-79.35232
4.40E+09,-18.93345,-11.5687,-43.85394,-155.98027,20.68679,-23.551,-13.66624,-80.44569
4.41E+09,-18.6307,-18.23788,-57.14678,-82.79512,20.67625,-24.29751,-13.94368,-80.46992
4.41E+09,-18.59212,-19.37075,-53.15793,-9.5478,20.67146,-24.94267,-13.92421,-80.42281
4.42E+09,-18.75355,-17.2662,-43.43686,-143.58174,20.67401,-25.78105,-13.8476,-80.13311
4.42E+09,-18.47006,-18.62027,-51.25526,177.15952,20.64654,-26.58417,-13.85699,-82.21462
4.43E+09,-18.68218,-17.09262,-42.24577,-159.06088,20.65505,-27.44284,-13.87792,-81.47498
4.44E+09,-18.77849,-17.2381,-49.55529,156.72899,20.60837,-28.2586,-14.35552,-83.2083
4.44E+09,-18.43119,-19.70661,-41.7821,-144.62132,20.60376,-29.00313,-14.28153,-85.72519
4.45E+09,-18.4045,-16.84962,-56.29993,-95.99049,20.57708,-29.60483,-14.30002,-81.99522
4.45E+09,-18.66125,-19.20097,-56.28251,175.01044,20.57958,-30.3893,-14.46919,-81.1405
4.46E+09,-18.67496,-17.21917,-43.76703,-124.5996,20.54906,-31.09137,-14.6336,-80.30612
4.47E+09,-18.19804,-15.55957,-47.63657,-148.01096,20.5237,-31.74452,-14.63423,-83.02469
4.47E+09,-17.94295,-19.50254,-59.87074,-154.47871,20.53108,-32.6766,-14.25916,-82.07196
4.48E+09,-18.2604,-20.63039,-46.36364,-145.4055,20.52448,-33.19627,-14.15823,-82.90717
4.48E+09,-18.20493,-22.33908,-46.91679,15.91722,20.51088,-33.95251,-14.36946,-84.97308
4.49E+09,-17.86295,-19.4711,-52.08284,-68.56616,20.51851,-34.88335,-14.25831,-85.66368
4.50E+09,-17.80525,-17.82256,-42.10533,-101.40746,20.48888,-35.52184,-14.24575,-86.49458
4.50E+09,-18.16273,-23.12062,-48.59497,-166.70261,20.47465,-36.39521,-14.16024,-86.52768
4.51E+09,-17.80783,-22.39569,-48.63804,-174.77478,20.43951,-37.08296,-14.02846,-84.15359
4.51E+09,-17.95132,-22.41586,-49.1407,-142.85803,20.43996,-37.6287,-14.31366,-85.01664
4.52E+09,-17.51187,-21.98735,-45.01028,-56.95576,20.4334,-38.49758,-14.55615,-84.35137
4.53E+09,-17.65336,-22.5363,-54.49997,-104.61698,20.43996,-39.17574,-14.41722,-87.10618
4.53E+09,-17.93767,-21.2791,-47.42097,-139.06168,20.42082,-40.014,-14.66667,-86.96463
4.54E+09,-17.53529,-23.89442,-50.86486,-155.81374,20.40049,-40.71654,-14.78761,-87.8124
4.54E+09,-17.60171,-22.60146,-42.79975,-111.15015,20.39102,-41.46409,-14.25413,-90.3297
4.55E+09,-17.58683,-23.64647,-57.7578,-141.03281,20.38762,-42.14687,-14.68753,-87.26166
4.56E+09,-17.54354,-21.91039,-49.45318,-162.65004,20.39221,-42.97333,-14.93282,-91.14465
4.56E+09,-17.72106,-24.26588,-60.13944,-71.8722,20.36487,-43.61793,-14.82169,-89.15479
4.57E+09,-17.08297,-24.22019,-54.676,-51.00741,20.33222,-44.38639,-14.32787,-88.80183
4.57E+09,-17.20574,-25.36966,-47.75134,-152.80179,20.36321,-45.10359,-14.56668,-89.95623
4.58E+09,-17.0521,-25.45633,-44.80327,-167.11067,20.31756,-45.60944,-14.4869,-89.53237
4.59E+09,-17.48447,-23.40957,-47.42804,149.77887,20.34075,-46.53385,-14.14806,-89.88234
4.59E+09,-17.10296,-24.71088,-50.10016,69.80953,20.327,-47.23756,-14.77847,-92.30981
4.60E+09,-17.15812,-27.35992,-51.23886,170.71385,20.32225,-48.06147,-14.05198,-89.72525
4.60E+09,-17.10838,-25.98276,-58.76103,56.24423,20.30403,-48.79966,-14.89322,-91.75007
4.61E+09,-17.05099,-23.46718,-48.59451,-152.04051,20.26967,-49.33219,-14.54326,-90.27886
4.62E+09,-17.23142,-28.65958,-53.34717,-175.18533,20.27572,-50.08826,-15.01667,-91.6345
4.62E+09,-16.92186,-26.22541,-41.06972,163.83652,20.23439,-51.05616,-14.71689,-94.95628
4.63E+09,-16.91296,-30.2854,-51.32966,-176.96313,20.23932,-51.64268,-14.85229,-94.21447
4.63E+09,-16.70814,-30.0934,-42.06882,-165.29543,20.25633,-52.3952,-14.93537,-95.60284
4.64E+09,-16.84687,-28.16369,-44.97212,99.95277,20.26535,-53.08568,-15.22858,-95.79
4.65E+09,-16.92961,-26.40842,-52.26113,-135.70157,20.22592,-53.79615,-14.93328,-96.4558
4.65E+09,-16.82481,-27.62276,-45.55704,-106.21984,20.2175,-54.50227,-14.63963,-94.6713
4.66E+09,-16.64043,-28.63048,-43.96832,-94.87954,20.20933,-55.42732,-14.87629,-94.3857
4.66E+09,-16.85203,-29.92817,-47.7519,-177.78299,20.19262,-56.08666,-14.57925,-94.14696
4.67E+09,-17.00551,-33.84117,-44.97061,-161.54546,20.19961,-56.79645,-14.94477,-94.64561
4.68E+09,-16.42692,-29.97238,-49.43789,161.25925,20.19693,-57.63913,-14.75995,-95.10214
4.68E+09,-16.47209,-30.54803,-53.86244,80.50773,20.19546,-58.13244,-14.73957,-97.77744
4.69E+09,-16.47125,-29.87861,-46.94702,-170.29843,20.20567,-58.89491,-14.88444,-94.97487
4.69E+09,-16.33443,-29.99539,-42.55866,-174.541,20.1784,-59.5121,-14.63116,-95.8747
4.70E+09,-16.63554,-32.50999,-47.70484,-149.42776,20.1908,-60.45598,-15.02147,-96.46929
4.71E+09,-16.39889,-34.75376,-51.55816,162.58078,20.17784,-61.04017,-14.64119,-100.05743
4.71E+09,-16.56442,-34.39987,-51.5081,-122.52605,20.16644,-61.87964,-14.57068,-99.96689
4.72E+09,-16.37403,-34.41145,-46.28144,-166.05695,20.18031,-62.49222,-14.80438,-101.22192
4.72E+09,-16.54697,-32.7104,-47.65224,173.25801,20.18778,-63.43529,-14.687,-103.11979
4.73E+09,-16.26054,-35.49939,-44.31153,-169.31281,20.18301,-64.21002,-14.38035,-103.12729
4.74E+09,-16.1255,-34.61288,-48.82932,-179.53735,20.17434,-65.04403,-14.93154,-103.13583
4.74E+09,-16.1585,-33.88728,-50.40037,134.67488,20.16582,-65.89317,-15.04232,-101.81384
4.75E+09,-16.45482,-35.61862,-43.32292,165.55319,20.17045,-66.6634,-15.05962,-103.77416
4.75E+09,-16.30695,-37.51531,-44.80158,-152.14943,20.16876,-67.61777,-15.3513,-103.04429
4.76E+09,-16.28175,-35.95319,-45.83624,-12.92863,20.16148,-68.33639,-15.62922,-101.72121
4.77E+09,-16.1811,-34.11386,-50.88114,-146.11215,20.14389,-69.06117,-15.49597,-106.05779
4.77E+09,-16.23149,-34.27219,-45.82664,-143.72289,20.14997,-70.03925,-15.91171,-103.96622
4.78E+09,-16.32194,-33.98267,-45.27824,-111.67411,20.12377,-70.74331,-15.74954,-105.33808
4.78E+09,-15.91197,-36.02654,-45.81655,-164.97263,20.09053,-71.59298,-15.52641,-104.45862
