Freq(Hz),Sdd11(mag),Sdd11(phase),Sds12(mag),Sds12(phase),Ssd21(mag),Ssd21(phase),Sss22(mag),Sss22(phase)
3.07E+09,-28.66448,63.34774,-14.19291,31.36119,-14.32117,31.21535,-16.2541,-136.84468
3.08E+09,-28.66158,61.98298,-14.13643,27.84035,-14.76845,28.12133,-16.39134,-138.24643
3.08E+09,-29.00131,66.59212,-14.05019,25.87659,-14.5738,24.64379,-16.11397,-140.68918
3.09E+09,-29.28364,72.08893,-14.08033,21.63289,-14.7441,22.71901,-16.57958,-140.53366
3.09E+09,-29.622,61.48842,-13.99776,20.16988,-14.35788,18.36189,-16.61956,-140.06715
3.10E+09,-30.89725,79.75912,-14.03272,17.26336,-14.92729,17.25334,-16.38592,-142.75511
3.11E+09,-31.69002,75.00395,-14.2381,13.33293,-14.74571,14.29936,-16.29849,-140.69386
3.11E+09,-31.20873,76.79515,-14.3232,10.55125,-14.5439,12.27835,-16.62708,-143.04645
3.12E+09,-30.8026,83.14812,-14.08461,9.25707,-14.78458,8.45489,-16.87857,-145.67236
3.12E+09,-32.78882,98.3133,-14.14271,5.82801,-14.60269,4.96997,-16.54085,-147.73006
3.13E+09,-32.41761,92.1141,-14.4815,4.45969,-14.55188,2.98705,-16.79148,-147.52934
3.14E+09,-35.03648,104.45055,-14.20925,2.10078,-14.803,-0.54573,-16.54717,-149.42615
3.14E+09,-31.0858,105.58849,-13.92161,-0.20932,-14.63636,-2.59511,-16.18936,-150.81323
3.15E+09,-33.18148,123.85927,-14.2196,-4.91293,-14.64324,-3.87657,-16.33576,-147.68587
3.15E+09,-31.9788,111.78854,-14.15396,-6.46748,-14.93568,-6.72204,-17.11024,-151.09677
3.16E+09,-30.58664,126.74218,-14.35519,-10.67159,-14.67747,-9.84672,-15.67427,-152.21873
3.17E+09,-30.06275,133.70679,-14.15376,-13.1914,-14.52048,-12.2349,-16.74932,-151.17743
3.17E+09,-27.44475,131.62469,-14.1405,-15.70292,-14.88462,-16.58306,-16.12565,-152.53329
3.18E+09,-28.24358,125.51308,-14.23393,-20.10002,-14.81926,-20.39436,-16.66703,-150.71423
3.18E+09,-27.98116,133.72491,-14.25241,-22.29612,-14.63608,-21.40537,-16.79788,-154.42526
3.19E+09,-27.48709,133.64993,-13.99668,-22.95363,-14.55828,-24.30418,-16.87959,-156.62894
3.20E+09,-26.83526,127.11661,-14.36314,-26.95267,-14.58171,-29.06012,-16.94601,-158.82253
3.20E+09,-27.90482,123.05592,-14.26734,-28.95358,-14.92501,-30.39364,-16.98876,-159.34344
3.21E+09,-25.29406,128.84697,-14.46078,-30.85453,-14.63873,-32.19505,-16.77871,-158.70462
3.21E+09,-25.42102,128.92746,-14.28329,-34.86605,-14.90002,-33.95123,-16.28299,-160.7973
3.22E+09,-25.72958,128.18254,-14.32033,-37.94833,-14.73632,-38.28134,-16.44543,-162.80785
3.23E+09,-24.6767,122.22804,-13.9922,-39.63789,-14.69347,-40.66615,-16.82263,-162.82121
3.23E+09,-23.8536,130.2894,-14.14779,-43.81736,-14.80257,-43.57838,-16.69709,-162.7135
3.24E+09,-23.90251,123.94027,-14.23318,-46.45313,-14.71545,-47.60779,-16.64271,-164.31378
3.24E+09,-22.56282,120.75861,-14.17131,-50.42681,-14.86523,-48.65464,-17.17133,-162.89314
3.25E+09,-22.31928,117.26902,-14.20421,-52.15182,-15.05581,-50.4453,-16.69866,-163.94414
3.26E+09,-22.28644,118.97056,-14.27771,-51.75429,-14.55355,-54.43253,-16.84297,-168.56256
3.26E+09,-21.69178,120.83322,-14.41634,-57.66475,-14.98517,-55.8121,-17.37294,-165.66475
3.27E+09,-22.14657,114.10131,-14.30385,-60.16249,-14.92245,-60.78775,-16.85757,-167.59804
3.27E+09,-21.08734,110.81169,-14.2552,-62.29583,-14.48263,-61.17926,-16.99346,-169.48746
3.28E+09,-21.27988,111.2677,-14.29355,-64.927,-14.8753,-64.78129,-16.63084,-169.56998
3.29E+09,-21.26291,107.34792,-14.18779,-68.04479,-14.39925,-67.75018,-17.20801,-172.89894
3.29E+09,-21.31621,108.39716,-14.24386,-70.13911,-14.6816,-70.97411,-16.85175,-174.38622
3.30E+09,-20.88072,104.39983,-14.21162,-72.57423,-14.72675,-73.91648,-17.07376,-175.05951
3.30E+09,-20.52825,104.51304,-14.41497,-75.43848,-14.7114,-76.47774,-16.78327,-174.25801
3.31E+09,-20.29191,101.97917,-14.14836,-77.76299,-14.83489,-78.26635,-16.63145,-176.76573
3.32E+09,-19.84583,97.01748,-14.37826,-81.42502,-14.9034,-80.54761,-16.78067,-174.65985
3.32E+09,-20.5859,96.27867,-14.37947,-84.56096,-14.90259,-85.26534,-16.40613,-175.84894
3.33E+09,-19.31319,93.64842,-14.24741,-87.42579,-14.89065,-89.21564,-17.23842,179.76358
3.33E+09,-19.78957,91.06501,-14.39695,-89.05109,-14.90649,-88.68519,-16.7443,-179.46962
3.34E+09,-18.72917,89.50216,-14.6541,-92.37909,-14.62087,-91.0474,-17.05925,178.15924
3.35E+09,-19.12121,86.98335,-14.54362,-94.52192,-14.89399,-94.82808,-17.6802,179.94992
3.35E+09,-19.55593,86.91113,-14.47199,-97.19007,-14.7563,-97.66336,-17.06935,177.7812
3.36E+09,-18.46786,82.53867,-14.37314,-100.46666,-15.0317,-99.56815,-17.46106,175.82878
3.36E+09,-18.45762,80.6516,-14.30722,-103.33958,-14.8607,-103.85537,-16.7882,172.76053
3.37E+09,-18.629,79.86856,-14.43441,-104.83443,-14.69354,-106.08953,-16.55726,172.30316
3.38E+09,-18.85034,74.74978,-14.54246,-108.0673,-14.81794,-106.7039,-16.55312,170.46913
3.38E+09,-18.60113,76.17581,-14.16212,-111.51682,-14.91146,-110.41329,-16.92332,169.44576
3.39E+09,-18.93075,73.6946,-14.23487,-114.7517,-14.84184,-112.74056,-16.58045,170.13535
3.39E+09,-18.9817,72.20447,-14.5918,-117.10699,-15.23586,-116.62717,-17.04133,168.31255
3.40E+09,-18.91125,68.92944,-14.14506,-120.79856,-14.76961,-119.70477,-17.38849,170.44836
3.41E+09,-18.45601,65.85172,-14.2502,-121.48202,-14.89146,-121.65736,-16.89498,164.86618
3.41E+09,-18.70136,61.603,-14.35543,-122.37038,-14.79024,-125.01804,-17.19585,163.97118
3.42E+09,-18.7697,56.52687,-14.33852,-126.56161,-14.75001,-127.84635,-17.37082,166.39635
3.42E+09,-18.51455,57.39121,-14.38207,-130.6825,-15.10661,-130.89386,-17.17885,159.75914
3.43E+09,-18.48718,53.55746,-14.47334,-132.91725,-14.90377,-132.54559,-17.01339,159.22937
3.44E+09,-18.74443,52.21189,-14.45332,-134.13782,-15.12037,-135.97017,-16.96285,157.13383
3.44E+09,-18.32072,51.64508,-14.51405,-139.86281,-14.86688,-139.07095,-17.13127,157.76489
3.45E+09,-18.8266,45.84003,-14.30185,-141.17317,-15.0772,-141.60263,-16.47575,156.66971
3.45E+09,-18.4966,48.43859,-14.48733,-143.82355,-14.94657,-144.06239,-16.93645,156.6916
3.46E+09,-18.3163,44.42264,-14.48897,-146.62234,-15.17772,-145.57231,-16.62403,154.60477
3.47E+09,-18.85103,41.39983,-14.53416,-149.32611,-14.9203,-149.84079,-16.78091,156.26662
3.47E+09,-19.0651,40.09536,-14.46156,-151.88715,-14.93824,-151.13327,-16.67069,153.70634
3.48E+09,-19.1529,39.57781,-14.28358,-154.91075,-14.7479,-154.48192,-17.15684,154.25896
3.48E+09,-18.87783,35.55288,-14.29996,-157.15239,-14.88413,-157.32382,-16.84961,152.8416
3.49E+09,-19.35406,30.55682,-14.55353,-159.57227,-14.76231,-160.75618,-17.43639,149.47462
3.50E+09,-19.08905,31.79862,-14.41569,-162.96022,-14.85972,-162.93147,-17.084,146.94846
3.50E+09,-19.15589,26.36442,-14.50929,-166.68793,-14.58902,-164.92993,-17.24461,146.07622
3.51E+09,-19.12998,25.46702,-14.48978,-169.48265,-14.89785,-168.93813,-17.24602,146.69673
3.51E+09,-19.46394,21.1049,-14.5427,-170.4816,-14.88973,-170.71722,-16.67966,143.15997
3.52E+09,-19.77843,20.44444,-14.51276,-174.8351,-14.92783,-174.21867,-16.70792,142.5379
3.53E+09,-19.78839,20.37091,-14.13461,-174.41771,-14.89764,-176.36656,-16.82543,145.71768
3.53E+09,-19.90832,18.01094,-14.48892,-179.103,-14.96775,-178.10179,-17.06798,145.27809
3.54E+09,-20.25728,10.6798,-14.5778,177.32841,-14.96241,175.55493,-16.71613,139.66118
3.54E+09,-20.48469,10.85975,-14.62621,174.96773,-14.8745,175.38878,-17.06983,140.30743
3.55E+09,-20.0218,3.52964,-14.55217,173.32765,-15.08202,172.15909,-16.8005,137.49283
3.56E+09,-20.38112,4.55683,-14.44521,169.78552,-14.89723,169.9453,-17.08425,135.19611
3.56E+09,-20.67957,4.77261,-14.65117,166.86928,-15.05322,166.27197,-17.24389,133.19835
3.57E+09,-21.32519,1.17398,-14.67315,164.61409,-15.00409,165.69815,-16.6583,129.39937
3.57E+09,-21.74252,2.17407,-14.4809,160.5135,-15.04626,161.26888,-16.98259,129.91536
3.58E+09,-21.61129,-4.7597,-14.3758,158.61618,-15.03936,157.51744,-16.73942,132.06758
3.59E+09,-21.7841,-5.55704,-14.39053,155.59239,-14.9048,156.31712,-16.36322,131.02382
3.59E+09,-21.87963,-3.19276,-14.38429,153.67299,-15.36567,152.11694,-16.43676,126.95397
3.60E+09,-22.82154,-8.2284,-14.43394,149.90108,-14.95513,148.38342,-16.31288,127.58842
3.60E+09,-22.63513,-16.13233,-14.48306,148.11682,-15.11432,148.03854,-16.47022,126.30093
3.61E+09,-23.27209,-13.25799,-14.59196,144.87628,-14.93439,143.94147,-16.84594,126.57494
3.62E+09,-23.80926,-13.49449,-14.90532,142.2085,-14.75639,141.80324,-17.21696,125.92353
3.62E+09,-23.57099,-19.34218,-14.26799,138.90515,-14.81258,141.25342,-17.06331,125.952
3.63E+09,-25.22151,-25.76024,-14.53181,136.53625,-14.74335,137.28683,-17.44847,125.3021
3.63E+09,-24.84573,-28.31058,-14.62299,134.74112,-14.87621,134.15198,-16.72299,120.15811
3.64E+09,-26.1612,-27.94361,-14.37653,129.60205,-15.01153,130.53624,-16.67501,120.53356
3.65E+09,-26.09344,-22.46557,-14.5552,127.39337,-14.96052,127.31018,-16.9935,117.29895
3.65E+09,-26.81662,-28.59425,-14.48574,127.51664,-15.11427,124.30598,-17.08326,115.73384
3.66E+09,-26.29941,-30.27378,-14.54709,123.64703,-14.91428,121.19415,-16.81452,118.98039
3.66E+09,-27.55635,-31.7817,-14.33493,119.35098,-14.97733,119.79517,-16.62499,114.16859
3.67E+09,-28.18709,-33.52567,-14.47672,117.91264,-15.21203,117.60287,-16.6336,112.11471
3.68E+09,-29.181,-33.06868,-14.57132,115.80348,-14.71394,114.95807,-16.78502,114.03508
3.68E+09,-30.17889,-33.85384,-14.35695,112.84318,-15.07064,111.99283,-16.8335,113.21925
3.69E+09,-32.76895,-25.22964,-14.77657,109.63641,-14.9884,110.82815,-16.83668,112.32938
3.69E+09,-33.2001,-28.09332,-14.60221,106.55839,-14.98572,106.0264,-16.51915,108.85516
3.70E+09,-34.60155,-33.98813,-14.3998,102.92471,-15.13376,104.94994,-16.60247,110.4409
3.71E+09,-37.02319,-32.09567,-14.68574,101.43183,-14.96471,101.44296,-16.52177,105.91696
3.71E+09,-37.862,-19.0593,-14.57235,99.16286,-15.15237,96.99866,-16.45987,105.15735
3.72E+09,-38.92926,0.86896,-14.71562,95.54524,-14.94421,95.67358,-16.8807,105.9224
3.72E+09,-43.40994,17.78576,-14.41206,91.7963,-15.17918,92.62821,-16.28752,103.93451
3.73E+09,-53.661,30.90302,-14.87068,91.17976,-15.21604,88.07046,-16.54493,104.88091
3.74E+09,-40.94724,35.03019,-14.6705,88.25435,-14.96321,86.21259,-16.21879,100.88331
3.74E+09,-38.0592,101.52748,-14.77423,84.9846,-14.96624,83.6513,-16.3822,104.79816
3.75E+09,-35.80193,93.24548,-14.76027,83.26217,-15.20217,81.54645,-16.16248,99.44509
3.75E+09,-34.44455,80.13554,-14.5694,79.01977,-15.13254,79.6933,-15.98665,99.38761
3.76E+09,-35.10654,74.22735,-14.60309,77.42087,-15.13799,75.38129,-16.65044,97.11396
3.77E+09,-33.98886,68.1846,-14.42665,73.98366,-15.02187,73.07981,-16.39832,96.91487
3.77E+09,-31.41207,74.11621,-14.51359,70.69944,-15.09975,70.82784,-16.98323,95.43089
3.78E+09,-30.93855,78.20225,-14.54812,69.07865,-15.07785,66.76776,-16.64778,95.46585
3.78E+09,-30.19993,74.94434,-14.65707,65.06187,-14.98178,65.73069,-16.45734,92.19128
3.79E+09,-28.48928,76.16889,-14.67813,63.97604,-15.54282,62.04017,-16.11313,90.76167
3.80E+09,-27.49811,68.03755,-14.69304,61.73547,-15.15861,60.32767,-16.05981,89.08849
3.80E+09,-26.85096,78.17189,-14.7582,56.65661,-15.38346,57.99547,-15.74457,89.10557
3.81E+09,-27.33853,69.32837,-14.59584,54.94815,-15.13985,55.02518,-16.13297,87.49593
3.81E+09,-25.84841,69.33721,-14.62163,51.15427,-15.13129,52.36144,-16.07062,86.91742
3.82E+09,-25.99586,70.70669,-14.7496,47.8835,-15.16211,47.73469,-15.8333,87.23824
3.83E+09,-25.99894,63.41637,-14.9527,45.91583,-14.99538,46.35782,-16.10581,86.17499
3.83E+09,-24.81883,58.79258,-14.75413,44.97932,-15.17257,42.55615,-15.94176,84.51153
3.84E+09,-24.35346,59.75047,-14.72391,40.68115,-15.3458,41.81724,-16.21052,84.07739
3.84E+09,-23.59135,57.67744,-14.5481,36.92892,-15.24185,36.20625,-15.79468,81.55341
3.85E+09,-23.22544,56.36738,-14.75247,36.96812,-15.19808,37.09798,-15.88932,83.87504
3.86E+09,-22.54499,48.61984,-14.74938,32.73,-15.14892,33.84358,-15.92873,81.27932
3.86E+09,-23.17505,49.12999,-14.69713,31.27815,-15.06158,30.10459,-15.90803,78.79443
3.87E+09,-22.49251,52.49117,-14.97253,26.19252,-15.24635,26.70642,-15.65627,80.11706
3.87E+09,-22.29268,45.56661,-14.65025,23.86861,-15.35422,24.10767,-15.66574,76.19825
3.88E+09,-21.31983,43.1287,-14.94235,21.45718,-15.22134,21.39168,-15.66115,75.63496
3.89E+09,-21.87887,44.1692,-14.80111,18.961,-15.21293,19.27632,-15.41637,75.4803
3.89E+09,-21.03462,42.16981,-14.72225,15.61793,-15.11566,16.03,-15.13025,73.69292
3.90E+09,-21.16651,40.12994,-14.75443,13.81574,-15.18917,14.23855,-15.31184,72.60671
3.90E+09,-21.3146,32.98881,-14.62024,11.45484,-15.19742,10.09512,-15.53646,74.36735
3.91E+09,-20.63258,33.1124,-14.91498,7.48479,-15.13879,7.53696,-15.43025,74.24329
3.92E+09,-20.83651,31.13329,-14.52869,5.71776,-15.16397,5.65768,-15.66716,69.62891
3.92E+09,-20.48427,25.52906,-15.02447,1.26007,-15.22345,1.2985,-15.34124,71.87156
3.93E+09,-20.1031,24.78311,-15.03893,-0.6265,-15.25088,-0.35974,-15.6677,67.71335
3.93E+09,-20.55215,21.2205,-14.71061,-2.78921,-15.27257,-3.618,-15.2104,68.47547
3.94E+09,-20.11993,23.44562,-14.58625,-5.45038,-15.40004,-5.79289,-15.40075,67.48446
3.95E+09,-19.61917,17.77143,-15.00616,-7.84869,-15.15976,-7.90197,-15.15039,64.31835
3.95E+09,-20.03439,11.43508,-14.87117,-11.56499,-15.45692,-12.63849,-15.52423,65.49366
3.96E+09,-19.7468,12.61226,-14.76612,-13.62885,-15.0663,-14.17519,-15.29265,61.19977
3.96E+09,-19.54214,11.50422,-14.84046,-16.87387,-15.49515,-17.07154,-15.10562,60.67868
3.97E+09,-19.26293,6.27222,-14.86314,-18.20387,-15.22324,-20.4749,-15.47986,63.04372
3.98E+09,-19.52259,2.59881,-14.82451,-21.99774,-15.30296,-21.61367,-14.99439,62.22041
3.98E+09,-19.54346,0.88967,-14.89206,-24.62822,-15.38013,-24.67568,-15.4897,60.5304
3.99E+09,-19.28131,2.29207,-14.73799,-27.78451,-15.44165,-25.73128,-14.94283,58.45251
3.99E+09,-19.03426,-2.70911,-14.57165,-30.58855,-15.17297,-28.59898,-14.96973,57.96744
4.00E+09,-18.85662,-5.89775,-14.72715,-31.69477,-15.43191,-32.53243,-14.89729,55.94715
4.01E+09,-19.01353,-9.20851,-14.61988,-35.648,-15.17208,-34.54594,-15.03786,55.79019
4.01E+09,-19.22342,-11.23984,-14.99979,-38.98592,-15.29424,-38.73768,-14.90677,54.01175
4.02E+09,-19.084,-14.97818,-14.84545,-41.97063,-15.33395,-41.57674,-14.72603,53.73605
4.02E+09,-19.30498,-16.58837,-14.82337,-43.79019,-15.53114,-43.06612,-14.79527,53.84481
4.03E+09,-19.36023,-15.90493,-14.62285,-45.98841,-15.04713,-45.85732,-14.93093,50.84742
4.04E+09,-19.24873,-20.22993,-14.83039,-50.64414,-15.32643,-48.29733,-14.82045,50.22745
4.04E+09,-19.08576,-20.6676,-14.82215,-52.93104,-15.25282,-52.16144,-15.02546,50.73624
4.05E+09,-18.97664,-26.4965,-14.5249,-55.66865,-15.31248,-53.99159,-14.57489,48.148
4.05E+09,-18.67095,-27.00072,-14.99643,-57.08004,-15.28429,-58.28358,-14.93978,46.92225
4.06E+09,-20.0239,-30.75127,-15.16872,-60.94901,-15.27827,-59.60845,-14.52076,45.41801
4.07E+09,-19.22686,-31.96248,-14.7825,-61.5633,-15.48517,-62.85648,-14.76193,45.9114
4.07E+09,-19.65001,-34.24497,-15.02681,-66.45497,-15.34319,-66.623,-14.95372,43.69609
4.08E+09,-19.66399,-41.34282,-14.95375,-67.60925,-15.29196,-69.03232,-14.40397,43.18672
4.08E+09,-19.67553,-43.30537,-15.19697,-71.18087,-15.20887,-71.09039,-14.7414,40.38628
4.09E+09,-20.422,-45.47362,-14.93608,-72.82539,-15.25408,-75.1926,-14.51177,40.5734
4.10E+09,-19.97282,-47.82488,-14.78273,-76.00492,-15.49682,-77.1506,-14.35675,40.36174
4.10E+09,-20.21878,-50.59695,-14.99466,-79.35458,-15.07391,-79.73783,-14.36984,39.33164
4.11E+09,-20.67654,-49.83162,-15.01121,-83.83099,-15.38736,-81.16457,-14.20298,38.643
4.11E+09,-20.19967,-55.40565,-14.84143,-84.36202,-15.51686,-85.43082,-14.09199,39.93128
4.12E+09,-20.25637,-58.41292,-15.02051,-88.16442,-15.57645,-89.11214,-14.46043,37.88973
4.13E+09,-20.79731,-58.60666,-14.98981,-89.13532,-15.36305,-90.35253,-14.31318,35.03712
4.13E+09,-21.32281,-66.13397,-14.87162,-92.89304,-15.38817,-93.44304,-14.56224,36.23755
4.14E+09,-21.32885,-65.11897,-14.78426,-95.57232,-15.26767,-95.03904,-14.29471,33.27107
4.14E+09,-21.35682,-66.17709,-14.92879,-98.08164,-15.35427,-97.68083,-14.50845,30.36031
4.15E+09,-21.74497,-72.10239,-14.67072,-103.16346,-15.46164,-100.28795,-14.67363,33.22274
4.16E+09,-21.86315,-70.33691,-15.10993,-103.68248,-15.51419,-103.76334,-14.36704,29.85802
4.16E+09,-22.41447,-78.26944,-14.93686,-107.73196,-15.62097,-107.16514,-14.43606,29.27587
4.17E+09,-22.31571,-78.3709,-15.00848,-109.42955,-15.46618,-110.26295,-14.49548,29.83191
4.17E+09,-23.1467,-82.39874,-15.10255,-111.95282,-15.35712,-112.39206,-13.96207,30.12722
4.18E+09,-23.19419,-85.18157,-14.94214,-112.66384,-15.48908,-114.57815,-13.87591,28.08945
4.19E+09,-23.26563,-87.64465,-15.24689,-116.6524,-15.82193,-118.61572,-14.42521,29.04397
4.19E+09,-23.9136,-90.31197,-14.91668,-120.92543,-15.28763,-121.0168,-14.21849,24.90976
4.20E+09,-23.80754,-89.02072,-14.95331,-124.08888,-15.44677,-122.94901,-14.35251,24.48636
4.20E+09,-25.2013,-98.94214,-14.81355,-125.26303,-15.40017,-123.52596,-13.90408,23.19088
4.21E+09,-25.2042,-100.21603,-14.89125,-127.56176,-15.54366,-127.6155,-14.06983,22.87985
4.21E+09,-25.80589,-103.80373,-14.8486,-131.86514,-15.56463,-130.94183,-14.05017,23.31332
4.22E+09,-25.48587,-104.94036,-14.97563,-133.47997,-15.35262,-132.98927,-14.21322,21.23401
4.23E+09,-25.9664,-113.40608,-15.0043,-135.77216,-15.35286,-137.47047,-13.7897,19.80896
4.23E+09,-26.40469,-119.64978,-14.97813,-139.7522,-15.42341,-140.64986,-13.80409,21.12176
4.24E+09,-27.1828,-117.7767,-14.72453,-142.14545,-15.47875,-141.39668,-13.83728,20.34261
4.24E+09,-28.10495,-125.25294,-14.91691,-145.39441,-15.32255,-145.78943,-13.94991,20.58908
4.25E+09,-29.80006,-122.15724,-15.33487,-147.55739,-15.48161,-147.89859,-14.16234,17.42209
4.26E+09,-28.00028,-137.86378,-15.12482,-150.44527,-15.55532,-151.30685,-14.02765,16.72223
4.26E+09,-29.26922,-134.93898,-14.89354,-151.57368,-15.69376,-153.80849,-14.41321,16.18025
4.27E+09,-31.5254,-138.87074,-14.93333,-156.72414,-15.58202,-155.74153,-14.02327,16.80498
4.27E+09,-31.36959,-143.96556,-15.11339,-159.80017,-15.63211,-159.09441,-14.1056,15.75297
4.28E+09,-33.59974,-164.03831,-14.88929,-159.72862,-15.55344,-162.3382,-14.11562,14.36834
4.29E+09,-35.19494,-150.66621,-15.18568,-164.23944,-15.3939,-162.20363,-13.97405,11.72185
4.29E+09,-37.03696,-174.23518,-15.14053,-167.31679,-15.73085,-165.72009,-13.83629,11.80397
4.30E+09,-35.41099,176.75722,-15.29508,-168.38705,-15.59486,-169.66579,-13.68524,9.39265
4.30E+09,-35.97574,163.00665,-15.08938,-171.35898,-15.63376,-172.19073,-14.03666,9.67218
4.31E+09,-40.83217,166.72961,-15.16673,-174.21541,-15.59299,-173.1913,-13.8408,9.54388
4.32E+09,-35.37819,127.93152,-15.20205,-176.87544,-15.60903,-177.8324,-13.97784,8.14069
4.32E+09,-37.61086,154.38475,-14.99144,179.59752,-15.76422,179.19073,-13.72751,7.17477
4.33E+09,-35.79818,102.05594,-15.10369,177.68796,-15.61918,178.63438,-13.80042,6.59536
4.33E+09,-34.24596,99.73315,-15.17479,174.83464,-15.82816,174.64845,-13.88918,4.57405
4.34E+09,-35.51793,76.6598,-15.19677,172.66733,-15.67818,172.77357,-13.62603,4.2252
4.35E+09,-35.27774,76.51691,-15.36573,169.46236,-15.50522,168.78885,-13.66211,4.10437
4.35E+09,-34.17854,79.43742,-15.38753,166.77185,-15.60169,165.58006,-13.61717,2.67166
4.36E+09,-33.80791,59.81105,-15.2862,163.74129,-15.4883,165.23032,-13.35704,2.03291
4.36E+09,-31.59884,60.45493,-15.12212,160.1319,-15.29927,161.33168,-13.43479,0.03625
4.37E+09,-30.77536,60.2079,-15.19198,159.37248,-15.58588,157.84239,-13.53762,-0.69365
4.38E+09,-30.1344,44.73119,-14.95463,154.87779,-15.595,155.78511,-13.71948,2.08353
4.38E+09,-29.40702,50.3667,-15.33395,153.67134,-15.54337,153.63443,-13.58054,-1.45108
4.39E+09,-28.84592,33.55196,-15.20499,150.94093,-15.50295,150.33627,-13.68521,-0.79143
4.39E+09,-27.6042,26.94108,-15.29824,147.13539,-15.74549,148.17177,-13.68537,-1.81946
4.40E+09,-27.87956,28.59192,-15.09261,142.24829,-15.59885,144.51517,-13.36938,-3.42459
4.41E+09,-26.50603,27.25928,-15.13051,141.72325,-15.61147,143.87619,-13.66243,-3.91044
4.41E+09,-26.96281,20.50105,-15.16902,139.05711,-15.44496,140.11758,-13.56259,-5.38734
4.42E+09,-25.33107,21.29033,-15.0937,136.2729,-15.66985,135.67168,-13.4737,-5.90522
4.42E+09,-26.21057,14.45659,-15.11087,133.25728,-15.76604,133.88339,-13.41329,-8.23011
4.43E+09,-25.50934,7.68167,-15.12464,131.56709,-15.56864,129.79617,-13.57692,-10.19991
4.44E+09,-25.45194,10.50077,-15.14558,128.21432,-15.38288,128.4933,-13.3276,-11.07464
4.44E+09,-25.06764,4.25908,-15.21227,125.31454,-15.73237,124.91557,-13.45213,-10.88496
4.45E+09,-25.10161,7.27385,-14.99922,122.70417,-15.46561,122.28787,-13.48993,-13.47239
4.45E+09,-24.62115,1.69789,-15.26669,118.88655,-15.68747,120.62696,-13.26794,-10.52133
4.46E+09,-23.94367,-5.36318,-15.1553,117.34728,-15.51613,117.07219,-13.333,-13.39444
4.47E+09,-24.06934,-6.53531,-15.29865,115.23772,-15.43226,114.9171,-13.68804,-13.95974
4.47E+09,-23.93778,-10.8082,-15.2544,112.02848,-15.79848,111.03215,-13.61657,-14.13615
4.48E+09,-23.94298,-12.79572,-15.10614,109.56881,-15.41039,108.72636,-13.54066,-13.10122
4.48E+09,-24.1034,-17.86558,-15.20261,106.35955,-15.62209,107.20664,-13.70279,-16.32466
4.49E+09,-22.79582,-22.11283,-15.10809,103.80965,-15.75186,104.26432,-13.39222,-16.06596
4.50E+09,-23.39859,-22.73056,-14.98399,101.84234,-15.80212,101.11388,-13.84326,-19.37524
4.50E+09,-23.41745,-25.39194,-15.20482,97.67421,-15.78564,97.10049,-13.41127,-19.37726
4.51E+09,-23.36647,-28.71525,-15.33264,96.07959,-15.68786,96.10493,-13.36938,-19.50588
4.51E+09,-22.44271,-31.62208,-15.42174,91.97153,-15.63396,91.9175,-13.2675,-21.48897
4.52E+09,-22.60348,-33.03344,-15.30409,90.07551,-15.95369,89.58875,-13.38492,-23.09456
4.53E+09,-22.3487,-31.61453,-15.07646,87.22146,-15.71637,87.22313,-13.40406,-24.62475
4.53E+09,-22.18138,-37.39688,-15.09695,84.01105,-15.58357,85.37088,-13.36438,-24.61709
4.54E+09,-22.4125,-39.39561,-15.33423,81.2481,-15.54052,82.23338,-13.78866,-24.1996
4.54E+09,-22.50538,-40.10573,-15.32887,78.7628,-15.49068,79.45313,-13.57717,-26.42092
4.55E+09,-22.51963,-47.12385,-15.28399,75.57433,-15.71108,75.5847,-13.63647,-26.48661
4.56E+09,-22.37897,-49.57227,-15.40306,72.73981,-15.88956,73.20329,-13.54961,-29.7731
4.56E+09,-22.88367,-52.80944,-15.27362,69.98004,-15.6571,71.84132,-13.57235,-30.76471
4.57E+09,-22.63648,-60.04435,-15.15996,67.36169,-15.70801,67.47008,-13.73862,-31.54286
4.57E+09,-22.21146,-54.80193,-15.20867,64.06902,-15.59143,65.37902,-13.97255,-31.67635
4.58E+09,-22.44903,-60.25188,-15.36258,62.78635,-15.67806,62.70945,-13.89865,-33.31819
4.59E+09,-21.92972,-62.19774,-15.42061,58.14314,-15.7162,59.14523,-13.44308,-33.93939
4.59E+09,-22.89437,-63.20897,-15.31972,57.52187,-15.85357,56.30688,-13.44655,-35.00888
4.60E+09,-22.05594,-67.21492,-15.22074,54.55264,-15.61336,55.27948,-13.26718,-36.4529
4.60E+09,-22.05947,-72.48256,-15.27351,51.28484,-15.88498,52.06172,-13.31688,-34.22792
4.61E+09,-22.52149,-68.74381,-15.05005,51.20726,-15.537,47.33061,-13.51133,-35.97272
4.62E+09,-22.19809,-79.05872,-15.16221,46.85338,-15.64629,45.79015,-13.43932,-34.68156
4.62E+09,-22.64449,-77.99055,-15.38455,43.76082,-15.78644,44.58803,-13.84056,-34.38118
4.63E+09,-22.32164,-78.99063,-15.39033,41.34748,-15.92293,40.27374,-13.81401,-36.94569
4.63E+09,-23.02461,-87.43259,-15.24675,37.89462,-15.95729,38.56664,-13.73988,-39.19987
4.64E+09,-23.63367,-91.25315,-15.30094,35.17271,-15.9545,34.69027,-13.7296,-38.53942
4.65E+09,-22.95942,-93.36703,-15.37717,32.5322,-16.17683,32.43172,-13.64461,-42.40001
